Date,GLD-SPY,GLD-QQQ,GLD-TLT
2022-04-19,-0.39666439466417325,-0.3186977367086672,0.08779726663279303
2022-04-20,-0.3770159250366203,-0.33839457986758054,0.17902423191748823
2022-04-21,-0.19664931969640195,-0.1826708907222479,0.1587688827818665
2022-04-22,-0.09249008613574217,-0.11758949423564422,0.17976675921279323
2022-04-25,-0.13947664814994096,-0.17995555398744847,0.10876957867024369
2022-04-26,-0.18816307214839406,-0.25330940606535884,0.03296040923212732
2022-04-27,-0.08640371203933249,-0.15440329966552133,0.06504675724191285
2022-04-28,-0.08576422899715797,-0.16525681701610304,0.04454416500438912
2022-04-29,-0.106425657034625,-0.17568990976919407,0.05127730298711313
2022-05-02,-0.11867802199847736,-0.19871871240502345,0.18335998648165336
2022-05-03,-0.11746401007624815,-0.19665766078743085,0.2675920714948528
2022-05-04,0.003934625188624201,-0.08401659954927859,0.2738016420490998
2022-05-05,0.06978801092095226,-0.02521594800587369,0.1778242227853099
2022-05-06,0.029779501880769582,-0.07481288634125448,0.17808604558302205
2022-05-09,0.12148568179648335,0.011201452210960831,0.10080047328605986
2022-05-10,0.16666276855823028,0.05671569537635356,0.15097730804439038
2022-05-11,0.1300685281895069,0.007303448144713801,0.20972391820247438
2022-05-12,0.11513208904947124,9.069412440730595e-06,0.1617603215905028
2022-05-13,0.07580466822093816,-0.042606030857495,0.17601771879166256
2022-05-16,0.08026692820813941,-0.04926637815130574,0.19431915997724197
2022-05-17,0.03566451566287609,-0.10218371840424002,0.21119415261300714
2022-05-18,0.006406710677094388,-0.12587987990173513,0.19911785327422252
2022-05-19,0.004964466732123801,-0.10757576849592151,0.22113243579944133
2022-05-20,-0.0030069674895160927,-0.11425124464390224,0.2356044574589911
2022-05-23,0.02310089365870385,-0.08268426665549672,0.22723939981863311
2022-05-24,0.03332224017403255,-0.0859241239197406,0.30265222441622436
2022-05-25,0.02389487841796992,-0.10003181222990438,0.30128612531839283
2022-05-26,0.005024012110711698,-0.12482562160724558,0.29788938443398433
2022-05-27,0.01624488563946661,-0.11105519345413227,0.3042704442126729
2022-05-31,0.019807474085299943,-0.11320438035401678,0.34295347090136313
2022-06-01,0.058085994554406405,-0.07215056313937698,0.3205543002228855
2022-06-02,0.10967219077396444,0.0038708307441013266,0.2890160778640693
2022-06-03,0.12627473189488095,0.027233753291209434,0.2844918135536755
2022-06-06,0.08822942349595765,-0.0024864405095542694,0.28228956724846055
2022-06-07,0.13187827602714447,0.04676127235224804,0.3872972835119562
2022-06-08,0.1505010970307291,0.061928880631791694,0.3832102288308061
2022-06-09,0.16497313283660073,0.07119249355431385,0.362729420722099
2022-06-10,0.05089942004317545,-0.03514045348724,0.32417312287025457
2022-06-13,0.2064939672056599,0.11930033625867624,0.45542773486284543
2022-06-14,0.246425487376159,0.17218288423775713,0.4260603801184524
2022-06-15,0.27361946170759927,0.21472782428392137,0.46395121812952816
2022-06-16,0.1508237132168505,0.1042494679893458,0.46946288017192944
2022-06-17,0.13484661786086324,0.06979078769424929,0.4639916398801641
2022-06-21,0.11576523001880376,0.060545742936962375,0.4819679417389892
2022-06-22,0.04596334401955771,-0.010193204349665103,0.5315519209042499
2022-06-23,0.03929342645809714,-0.007930520014537578,0.5423646386576448
2022-06-24,0.05814601762755174,0.02546015462087152,0.5185908427537192
2022-06-27,0.058641725598415,0.0209050210234335,0.5408959383402978
2022-06-28,0.10763724839797889,0.07926423090437497,0.5215017132957779
2022-06-29,0.11455566717207101,0.09626650616021744,0.5163223725750615
2022-06-30,0.1537925637950098,0.13718231233047265,0.48370578071301823
2022-07-01,0.16908684237202862,0.15224849129935153,0.49528774715499935
2022-07-05,0.1701387550226677,0.09678538766759959,0.41709096184716
2022-07-06,0.15175113246082575,0.0794983001068565,0.45062781216166353
2022-07-07,0.13543750773997015,0.07063528836825554,0.4845189654156085
2022-07-08,0.15305958742718007,0.1096760833009164,0.4440018045283384
2022-07-11,0.1676939386217658,0.12840134726027522,0.4200872610320625
2022-07-12,0.17173838490266172,0.1316497911208792,0.41606111007432106
2022-07-13,0.15638446048247942,0.11911393197123224,0.4282667464257133
2022-07-14,0.1481358908116259,0.10441940798640045,0.41815996916930204
2022-07-15,0.15985415153947985,0.1149060947817912,0.4313891422855907
2022-07-18,0.08931132934527683,0.0350627921384395,0.43242974642430415
2022-07-19,0.09673454887532816,0.03230320831181079,0.42264313505822526
2022-07-20,0.08553467978083928,0.012615719073555336,0.4178018341325476
2022-07-21,0.10219160770560143,0.04067638397957091,0.44679025341509315
2022-07-22,0.09643705976716611,0.027108357840128446,0.4638109610393115
2022-07-25,0.0952554919035435,0.024334645171803396,0.46039637123352606
2022-07-26,0.2162942417474005,0.13308549843183093,0.5214667223233619
2022-07-27,0.06751140584636656,-0.00037616850779229516,0.327901983973714
2022-07-28,0.09215139704595315,0.013679269195353613,0.31501350287808005
2022-07-29,0.06232526413572202,-0.04108144439563738,0.24467369164195915
2022-08-01,0.2159597016429601,0.09262576852141764,0.2672128012651798
2022-08-02,0.21825699451481675,0.1157336175413058,0.29364778248862655
2022-08-03,0.2598373371629567,0.1482854787634062,0.3003481261687778
2022-08-04,0.2253692188006755,0.14421057901742035,0.23697409021893606
2022-08-05,0.24909622895431646,0.185159563606331,0.31542107507972894
2022-08-08,0.259486938402387,0.17741587386055072,0.35321453844255035
2022-08-09,0.25001365203137166,0.16189832161391307,0.3464712116356116
2022-08-10,0.2339342282825133,0.14619225862552118,0.3503830390303078
2022-08-11,0.23608509093787233,0.15032918658723565,0.3530108832997058
2022-08-12,0.25197486692557514,0.1584490726987427,0.3914952042706596
2022-08-15,0.24586525325308178,0.14572648107842326,0.38575113178033854
2022-08-16,0.25723112058011255,0.23229378122393426,0.48360281841799946
2022-08-17,0.2952871831687612,0.2806564396703292,0.4508583030231989
2022-08-18,0.29987871959691276,0.2863898656739821,0.4526933827221913
2022-08-19,0.33298973506493185,0.3191242739742858,0.48289706879932137
2022-08-22,0.3470410771731237,0.32949280659935287,0.5389109902860896
2022-08-23,0.3194856682159928,0.30940752517571196,0.5332982085573104
2022-08-24,0.33670869878253556,0.31707354629275347,0.5168815399749169
2022-08-25,0.3321666658567743,0.342573119108443,0.5130678900707527
2022-08-26,0.4542430836006456,0.4447229391668132,0.4552728759243472
2022-08-29,0.4566921661153076,0.444846106227405,0.4584308510345856
2022-08-30,0.4907089502212172,0.4650386939018494,0.4442565407538552
2022-08-31,0.5354077244045429,0.5247206134766644,0.4809356031656409
2022-09-01,0.49876331274750524,0.49326021874553555,0.46131669231741534
2022-09-02,0.46195638017720253,0.46570548424146824,0.4737876981215263
2022-09-06,0.46625802060799804,0.46812500070195534,0.4842705081275678
2022-09-07,0.502055724715743,0.5013948773362636,0.5185785603606938
2022-09-08,0.4383737777916738,0.439341173898385,0.5531173843748962
2022-09-09,0.4250182972311913,0.4440491511580299,0.5417431521926729
2022-09-12,0.4312045540805201,0.44881634420688626,0.5256210412582945
2022-09-13,0.5113956403419098,0.519718885636324,0.4605535127649371
2022-09-14,0.5020483964602933,0.5121877713901707,0.4404669201954303
2022-09-15,0.5037228774758421,0.5214405430749752,0.3861494156085301
2022-09-16,0.5084390075761174,0.5218163176426572,0.3782601849034225
2022-09-19,0.5257177600638621,0.5273572299847494,0.3352630597764453
2022-09-20,0.5456679869948943,0.5474871256453469,0.28045480976883475
2022-09-21,0.5022911506209814,0.5247832591382892,0.32382973019404043
2022-09-22,0.5246524619599691,0.5515127407221996,0.2860602568792719
2022-09-23,0.5436866316628692,0.5553831362406766,0.23892581714947314
2022-09-26,0.5056151096703071,0.5033328543222326,0.23110751068045532
2022-09-27,0.5546737925113909,0.5660065091077421,0.18705155709410795
2022-09-28,0.6163886456659498,0.6106188645064291,0.39258758691694823
2022-09-29,0.5955077133050267,0.5802723761375017,0.38558524671944483
2022-09-30,0.5900043045013482,0.5753941680631216,0.378427816375153
2022-10-03,0.6556057819831297,0.6190199490792355,0.4201490857197939
2022-10-04,0.6815590682208499,0.647117114033762,0.40607567993660376
2022-10-05,0.6834597892070553,0.6439227169297665,0.4200681798252357
2022-10-06,0.6804887458047529,0.6422333158099418,0.4257572312669635
2022-10-07,0.6943322548192261,0.6576699753931984,0.42897986078221956
2022-10-10,0.6673583821552597,0.6317125964143886,0.49464949269936426
2022-10-11,0.6692731045787015,0.6332789871632775,0.49265317579494255
2022-10-12,0.6623040176033034,0.6314692744377263,0.5169705717866875
2022-10-13,0.5871841450613243,0.5789046584950504,0.5167096449108868
2022-10-14,0.6212123711415358,0.6112880968315525,0.5042420704209056
2022-10-17,0.639248284841941,0.628124283268263,0.4905914985745725
2022-10-18,0.6407619098220022,0.6290520970281637,0.4916091531293482
2022-10-19,0.6207371824350008,0.5998705846343477,0.4872781091330998
2022-10-20,0.6319186042265605,0.6095177274632123,0.47439846396725976
2022-10-21,0.6583373532168906,0.6320490406341179,0.3688796478760983
2022-10-24,0.6403723685229183,0.6164470914488046,0.37776872563426617
2022-10-25,0.623894651428833,0.6002468361835964,0.39261523089379535
2022-10-26,0.6124379021572933,0.5660076252689149,0.415239770019838
2022-10-27,0.6115034375102864,0.5504870345434422,0.43981155581181114
2022-10-28,0.5549391828373155,0.4695657030267285,0.45054108511624413
2022-10-31,0.5588626229723753,0.475869743804042,0.45172526259919177
2022-11-01,0.5337180140502111,0.44672760087623636,0.4600564563999163
2022-11-02,0.5705437336861215,0.47823242854473086,0.4519741980074916
2022-11-03,0.5747503259546154,0.48245542312582274,0.4737165678608156
2022-11-04,0.5504876960972942,0.48064900054449505,0.3654106580250186
2022-11-07,0.5299850173925668,0.47216111862076166,0.3418597868502485
2022-11-08,0.5132341569314769,0.46691255034027956,0.40281191836620145
2022-11-09,0.49279415652505254,0.4475950049776695,0.2894390243859572
2022-11-10,0.6071143685087806,0.5806573205860042,0.45492318762982165
2022-11-11,0.6137320100764572,0.585403997810642,0.45301873630188527
2022-11-14,0.5820292844557725,0.5684271128319268,0.4156015744167503
2022-11-15,0.5593796050128329,0.5479473143964355,0.4234096867222309
2022-11-16,0.5602783317054366,0.5516106431712622,0.3802066625318619
2022-11-17,0.561762054036171,0.5490238780782517,0.38983644191198263
2022-11-18,0.5318141603203799,0.5226696807588601,0.3826968426775938
2022-11-21,0.5264947427000619,0.522505995283657,0.3392754423982068
2022-11-22,0.5206210496859205,0.517374953733553,0.3368237280821045
2022-11-23,0.5285090549784413,0.5224569449117268,0.34236533891319604
2022-11-25,0.5872171761897987,0.5593668671310589,0.3294399105921239
2022-11-28,0.5724465032944375,0.5406086235252332,0.3034618595829192
2022-11-29,0.5843796271541367,0.5495097447372305,0.2923632393247892
2022-11-30,0.604121351000084,0.5683993284136918,0.30037495531743025
2022-12-01,0.565792256502057,0.5529079399424582,0.31157372831010005
2022-12-02,0.5633814284494771,0.5525839627098446,0.2842549917588795
2022-12-05,0.5693446683577404,0.5502332855055325,0.43044972717679425
2022-12-06,0.5751395075729782,0.5513027609251787,0.4212259159453019
2022-12-07,0.5771838050548634,0.5527656479979294,0.4560100157033876
2022-12-08,0.5831709981405657,0.5700500544280418,0.453008913435104
2022-12-09,0.5763899070175182,0.565830116615955,0.4220153689066279
2022-12-12,0.6214028973988406,0.6220362966489122,0.40107560947585685
2022-12-13,0.6159944093562005,0.6169099849982795,0.3924264038931306
2022-12-14,0.6321324684060202,0.6384095804427614,0.38863495142503734
2022-12-15,0.6555765252565834,0.6626406378312354,0.3702695994875995
2022-12-16,0.6160094603632328,0.6429771923772002,0.33657941626075116
2022-12-19,0.6200242350081349,0.6606170430314536,0.5265814876917302
2022-12-20,0.6240607623590071,0.6550727663280351,0.42011226350177433
2022-12-21,0.6218044749974996,0.6621366683829873,0.4148968027562352
2022-12-22,0.6299426844385965,0.674506179531812,0.41558367299445187
2022-12-23,0.4539883407640456,0.5198979322557411,0.22234146456320122
2022-12-27,0.430822668161373,0.47607869889723553,0.17753676597925594
2022-12-28,0.446356282261624,0.48642659507407965,0.18675926711594895
2022-12-29,0.4511620814998639,0.4897677160879696,0.19053302192299762
2022-12-30,0.4447368674589321,0.4867112334066976,0.20364450063449432
2023-01-03,0.43411978333573537,0.48049120910431475,0.21283844618212222
2023-01-04,0.468725794311874,0.49825597400666716,0.220369042021834
2023-01-05,0.4877592961112503,0.5100565339618852,0.2083883220396611
2023-01-06,0.5568810081682712,0.572901452631284,0.26952192675098846
2023-01-09,0.5536566774173334,0.5669971968722354,0.259902926790672
2023-01-10,0.553360067142932,0.5656724408524498,0.24612578499324628
2023-01-11,0.511427024962838,0.5281791880278914,0.23891959021874887
2023-01-12,0.5137965947977983,0.5358821101578543,0.27895101347776197
2023-01-13,0.49220818669532257,0.5271050031269006,0.23960975412204383
2023-01-17,0.5120245204752537,0.526843222882316,0.1596471884158314
2023-01-18,0.5202214652246228,0.5324783790039431,0.1415504396752629
2023-01-19,0.42124591563357044,0.4538195759047844,0.04642824382004851
2023-01-20,0.36982464631943474,0.39093956126607243,0.07388209304385997
2023-01-23,0.36826095665709374,0.38414871995325806,0.03638367252817613
2023-01-24,0.3745046385580936,0.39179446511594873,0.038713840385615594
2023-01-25,0.3793457893909618,0.39286246190814567,0.04894870633326437
2023-01-26,0.391559757287677,0.36294115432399643,0.07504017704921079
2023-01-27,0.3732150722867272,0.33397625562057565,0.03822326346554722
2023-01-30,0.3774281121040616,0.34036754843237205,0.04945103959436283
2023-01-31,0.25731154710157617,0.2122075102593849,0.06866176895816374
2023-02-01,0.3402944350998589,0.2783561461190491,0.11988024260645852
2023-02-02,0.1818861957704488,0.029218836766624064,0.07718765015707788
2023-02-03,0.28305066018732533,0.17124916799818254,0.26922524915711593
2023-02-06,0.2944409804659747,0.17383327498155624,0.2660154451835506
2023-02-07,0.23487533838080943,0.09698757840965862,0.26989835894738495
2023-02-08,0.2225558597199929,0.08943569080975994,0.28508139811779837
2023-02-09,0.2658516347627095,0.1474375215129273,0.37091835882127955
2023-02-10,0.24857813539426862,0.1254163188509445,0.3526016297084656
2023-02-13,0.2103837246521434,0.0905001653514988,0.32684844664562046
2023-02-14,0.21872513900473,0.09586418905565272,0.3489981754707754
2023-02-15,0.23625462495499217,0.11212666657868564,0.3444227426013248
2023-02-16,0.2179260268447384,0.1134365801055781,0.3109763843336824
2023-02-17,0.16397013054992662,0.05030930065630447,0.3437934090337133
2023-02-21,0.051232786310820726,-0.03477441323272956,0.26662970398646385
2023-02-22,0.057192375324795694,-0.03440124412362338,0.23833635629211286
2023-02-23,0.047516949969635715,-0.04043192256173354,0.2703750619460854
2023-02-24,0.071801387110798,-0.012037950992512172,0.29789015748162023
2023-02-27,0.06300702576330496,-0.017083282103921675,0.2289366543789648
2023-02-28,0.034381535125934594,-0.041300576112531975,0.2965193600999987
2023-03-01,0.01980478608118262,-0.05798261055113678,0.2459988830017815
2023-03-02,0.011534432926719731,-0.06389594532144786,0.29470372290661584
2023-03-03,0.14954936273433367,0.05183468350812516,0.43232055213660986
2023-03-06,0.1733024357461285,0.0691623382117846,0.44080587728082105
2023-03-07,0.2444106362715492,0.10490544448139144,0.3691136750456937
2023-03-08,0.24969758445484536,0.11236835580487299,0.35115471314957514
2023-03-09,0.14526193605303872,0.05537956230674199,0.35186269753301486
2023-03-10,0.05536412669147166,0.007234922096340856,0.5088170064459957
2023-03-13,0.05261442106626156,0.049026553348655,0.4781196197914312
2023-03-14,0.012863961129681358,0.011023656045039942,0.48437545028862666
2023-03-15,-0.019179227326632207,0.0069531642060439176,0.49644891866393553
2023-03-16,-0.053246826163654566,-0.03840234560855738,0.4729305176707431
2023-03-17,-0.0673597382419908,0.1007174669423341,0.5545312877430185
2023-03-20,-0.15662315921564485,-0.007014687025484633,0.5249928326420529
2023-03-21,-0.22935776293237323,-0.0744431173323259,0.5334169204129374
2023-03-22,-0.28720508588097415,-0.12150329891929945,0.5577480324642778
2023-03-23,-0.27107042868805153,-0.09015698523656528,0.5483368111935581
2023-03-24,-0.3183992199151761,-0.12221287136962605,0.5109987719334325
2023-03-27,-0.3217582408179249,-0.09928477802082777,0.5417770944934677
2023-03-28,-0.30644149995144454,-0.08496838858972354,0.5611411365805916
2023-03-29,-0.32353324924881904,-0.10881356040334797,0.5604553380224717
2023-03-30,-0.30052017239077106,-0.07630018013571348,0.5515073108563182
2023-03-31,-0.3399451452070496,-0.12088703839165071,0.5135016589706243
2023-04-03,-0.33375289055242585,-0.12527026660079585,0.5139608556675991
2023-04-04,-0.4098503911469496,-0.1978034860762799,0.5026237172106066
2023-04-05,-0.4143118485525621,-0.18704942367490052,0.5123577452638469
2023-04-06,-0.4142275086054128,-0.190377978209511,0.5154493952958754
2023-04-10,-0.45787330925089753,-0.24222805930473051,0.5178287172087883
2023-04-11,-0.45885196454467186,-0.2477818733690897,0.5172547494250661
2023-04-12,-0.45913547387447545,-0.24754276001886627,0.5153078348918093
2023-04-13,-0.4087134026551663,-0.19229387591992822,0.5019200489784807
2023-04-14,-0.3623406954615437,-0.15481553531822376,0.5199221488127809
2023-04-17,-0.4136743476398907,-0.19359514104311698,0.5221484296187797
2023-04-18,-0.4167526853547943,-0.19720838231629054,0.5149242837269641
2023-04-19,-0.5546179315583084,-0.2832908677197817,0.5689048918830667
2023-04-20,-0.5518560823328917,-0.279303774206812,0.5670091316476407
2023-04-21,-0.5418096949302993,-0.25019922094548136,0.5740632654247309
2023-04-24,-0.4911556281605512,-0.17926152838158943,0.5090675761716347
2023-04-25,-0.4820799872084606,-0.22802780507784431,0.524516546452015
2023-04-26,-0.4483777349113621,-0.20468829879265005,0.5243192040995707
2023-04-27,-0.41605153333576933,-0.20334174535387164,0.5161199743968279
2023-04-28,-0.4410928322410941,-0.22818525969406275,0.4956824938153763
2023-05-01,-0.31323001203598066,-0.19141349407360486,0.41770466603938594
2023-05-02,-0.3858526443691479,-0.24031042999817634,0.5004176189263617
2023-05-03,-0.3388170352588052,-0.18737203000833372,0.4945664523191806
2023-05-04,-0.26254936355174324,-0.1249552859451664,0.43704013397562225
2023-05-05,-0.3691053203962575,-0.2765445754477098,0.4385953968977354
2023-05-08,-0.35517163000172586,-0.27483610903460765,0.45901349878760767
2023-05-09,-0.37122011874424227,-0.3283303214771416,0.41031115064338747
2023-05-10,-0.36712170119611715,-0.32013702697248325,0.3956107319661985
2023-05-11,-0.327046037425815,-0.2985201602186214,0.3484349335138692
2023-05-12,-0.3520396727982749,-0.3275463962326984,0.3454477910200416
2023-05-15,-0.32884974660693855,-0.30269723026164663,0.3803023699710529
2023-05-16,-0.2849191086964286,-0.28880110470591425,0.37173188536061263
2023-05-17,-0.2616647718479143,-0.2871220607782299,0.3644126256974516
2023-05-18,-0.3018433512301051,-0.3517360222413494,0.38132944821554543
2023-05-19,-0.2998107580940739,-0.35247634717263987,0.3668842210849807
2023-05-22,-0.301753618773947,-0.3647472802068822,0.34606709592391255
2023-05-23,-0.3022733392576422,-0.3467373191387109,0.3423318110430771
2023-05-24,-0.25912594450464116,-0.304148597610781,0.34637843669199553
2023-05-25,-0.4106406637266948,-0.4839138154356813,0.3966785888836926
2023-05-26,-0.41177573643436344,-0.46073645225268844,0.39160450749248615
2023-05-30,-0.4034974097468597,-0.45565218192288837,0.4019443140026341
2023-05-31,-0.40920929834891384,-0.45572290381680536,0.4007491823475593
2023-06-01,-0.3593427064255582,-0.4250131736227379,0.3988040309636386
2023-06-02,-0.4074039203964307,-0.4125831254853523,0.41828966298988746
2023-06-05,-0.42298996899486296,-0.4346272995156539,0.40478349027958715
2023-06-06,-0.422992834627409,-0.43140668045144054,0.39953189844260867
2023-06-07,-0.36327045796684265,-0.28920235051879556,0.4166139466497696
2023-06-08,-0.3366053457401735,-0.23124251623960057,0.44498825056549823
2023-06-09,-0.3712896251632253,-0.25442401692004774,0.4512931724963028
2023-06-12,-0.3747761174731073,-0.2508857554876553,0.4650806878947582
2023-06-13,-0.39267182246993326,-0.2664826581781861,0.5115265295542978
2023-06-14,-0.301680345565157,-0.18983244255342988,0.3701951462710053
2023-06-15,-0.20055208762909676,-0.12120414960371148,0.37878610152157594
2023-06-16,-0.15388126459646032,-0.0901063448257241,0.43753980470297626
2023-06-20,0.027538083373097575,0.04368862377703662,0.3863995205386794
2023-06-21,0.03007540212622679,0.043683641430349675,0.4305859337847695
2023-06-22,0.058515668117590534,0.05716781866663167,0.492777648029973
2023-06-23,0.026818789077509262,0.025209888348073483,0.5138754114166999
2023-06-26,-0.000763658567359149,-0.0005825106595632665,0.5868757263404168
2023-06-27,-0.018478940049975558,-0.01795402370720252,0.5991533667353083
2023-06-28,-0.0218111363931611,-0.020226752957294786,0.6426690466719432
2023-06-29,-0.08704228601802683,-0.03414573253797317,0.5839821441229952
2023-06-30,-0.02032932238675061,0.013630919403865896,0.6039832144000746
2023-07-03,0.04255810048424763,0.09729239705445346,0.5670021739735345
2023-07-05,0.07821123334386247,0.13373639104176852,0.6495782437281539
2023-07-06,0.08787651804129856,0.1413062115691386,0.6350830356308601
2023-07-07,0.08392890744221138,0.13239740097259928,0.5842949754490318
2023-07-10,0.03530933979718023,0.10429249522416427,0.5805160899010613
2023-07-11,0.0987587610672772,0.22441708951890393,0.5949328856822859
2023-07-12,0.12489301106934432,0.2517906575484839,0.6173739639368481
2023-07-13,0.1362489287222563,0.24363616365930957,0.5932410837868352
2023-07-14,0.15653752898655182,0.2580512981082553,0.5998308924452088
2023-07-17,0.11595384313605325,0.23097261200708766,0.6074721414271499
2023-07-18,0.3521211143121661,0.31304641256489313,0.5786763659659974
2023-07-19,0.3809803659069796,0.3243504220139935,0.5767853255188782
2023-07-20,0.4037618891257743,0.3571509511612074,0.5914298141121931
2023-07-21,0.3777753895966118,0.2766811534853087,0.5392095705101153
2023-07-24,0.34282663028400406,0.22356335240331932,0.5000080014882569
2023-07-25,0.3423300030550115,0.2383948385109565,0.48380899841774283
2023-07-26,0.3470319701970821,0.23856304456660032,0.48591736453276557
2023-07-27,0.46591819619838365,0.28015970772732574,0.5576635089182349
2023-07-28,0.4972189398143779,0.33088607675921505,0.5731076334413182
2023-07-31,0.46602420673941775,0.301582514409435,0.5560895829849328
2023-08-01,0.4866546302481999,0.30509242799256137,0.600271949494228
2023-08-02,0.46366586286630634,0.3247836715465846,0.6972316972350731
2023-08-03,0.46210867389875465,0.3250144515318508,0.6557606472869095
2023-08-04,0.4849245567012154,0.3960734520916458,0.6332210896513277
2023-08-07,0.48800673934216915,0.4027856219346283,0.6372055111884628
2023-08-08,0.5200657945660795,0.45328203688027335,0.557660379021367
2023-08-09,0.6066204503181086,0.5407882075946346,0.5336827534954195
2023-08-10,0.607663678904745,0.5430591743739385,0.5385307806358542
2023-08-11,0.6144446815567647,0.5381722064390634,0.5490494079144854
2023-08-14,0.5669203895111246,0.47731204578591074,0.5235425492841241
2023-08-15,0.5530077931441953,0.4798787723162943,0.5336192503379568
2023-08-16,0.5671097617231572,0.4990075193393875,0.5343983645774766
2023-08-17,0.5591475967485059,0.49175463251087687,0.5321471736411171
2023-08-18,0.5954888436917207,0.5192961191173973,0.5680925620891476
2023-08-21,0.6001324934352583,0.523819003305489,0.5308711177367778
2023-08-22,0.5819968807337045,0.5153713092391922,0.5250814864566542
2023-08-23,0.5970759548095167,0.5248123542690515,0.5620189662806148
2023-08-24,0.5550848951092049,0.4964709711605812,0.5620226100980374
2023-08-25,0.5402032047207636,0.4905732581409571,0.555691806144336
2023-08-28,0.5476370127196538,0.4997892110647191,0.5563421949179563
2023-08-29,0.580164048832801,0.5483985578712393,0.5871911916767658
2023-08-30,0.5847835424379202,0.5532422398015386,0.5945940818128284
2023-08-31,0.5748691820620013,0.538336364159029,0.5757642720694541
2023-09-01,0.5778824344386222,0.535271596419578,0.550760890548489
2023-09-05,0.6068495813283298,0.5205524080946476,0.5731304385738414
2023-09-06,0.6124998110982157,0.5200266736119632,0.566067467867681
2023-09-07,0.6134799951344972,0.5280132360941813,0.5691564323682614
2023-09-08,0.6302845149767864,0.5936072944080688,0.5164095622492163
2023-09-11,0.6008558298093792,0.5505425360783548,0.4964176953019177
2023-09-12,0.606631076641409,0.5679690780411235,0.4564082019871759
